SessionID,Date,Page,TrafficSource,Device,Country,Browser,SessionDuration_sec,PageViews,Bounced,NewUser,Conversions,Month,DayOfWeek,SessionDuration_min
S101216,2025-05-21,About,Organic Search,Desktop,USA,Firefox,75,4,0,0,0,May,Wednesday,1.25
S101217,2025-08-03,Products,Direct,Desktop,India,Firefox,105,12,0,0,0,August,Sunday,1.75
S101218,2025-07-30,Blog,Social Media,Mobile,UK,Chrome,202,7,0,1,0,July,Wednesday,3.37
S101219,2025-11-14,About,Organic Search,Mobile,Canada,Chrome,127,3,0,1,0,November,Friday,2.12
S101220,2025-02-01,Home,Direct,Mobile,India,Safari,355,10,0,1,0,February,Saturday,5.92
S101221,2025-06-07,Home,Organic Search,Desktop,USA,Chrome,361,8,0,1,0,June,Saturday,6.02
S101222,2025-10-12,Home,Direct,Mobile,USA,Chrome,5,11,0,1,1,October,Sunday,0.08
S101223,2025-11-01,Signup,Organic Search,Tablet,India,Firefox,270,8,0,1,0,November,Saturday,4.5
S101224,2025-10-13,About,Organic Search,Desktop,Canada,Chrome,111,6,0,0,0,October,Monday,1.85
S101225,2025-05-24,Pricing,Paid Ads,Tablet,USA,Safari,809,4,0,1,0,May,Saturday,13.48
S101226,2025-01-19,Blog,Organic Search,Desktop,UK,Safari,118,11,0,0,0,January,Sunday,1.97
S101227,2025-01-18,Support,Social Media,Mobile,India,Chrome,780,12,0,0,0,January,Saturday,13.0
S101228,2025-09-14,About,Organic Search,Desktop,India,Safari,252,11,0,0,0,September,Sunday,4.2
S101229,2025-03-19,Home,Organic Search,Mobile,India,Chrome,51,5,0,1,0,March,Wednesday,0.85
S101230,2025-06-24,Home,Direct,Mobile,USA,Safari,139,12,0,1,0,June,Tuesday,2.32
S101231,2025-07-13,Home,Organic Search,Desktop,USA,Firefox,872,2,0,0,0,July,Sunday,14.53
S101232,2025-04-23,Pricing,Organic Search,Mobile,India,Chrome,350,13,0,0,0,April,Wednesday,5.83
S101233,2025-04-24,Home,Paid Ads,Mobile,Australia,Chrome,18,6,0,1,0,April,Thursday,0.3
S101234,2025-08-10,Home,Organic Search,Mobile,USA,Chrome,220,3,0,1,0,August,Sunday,3.67
S101235,2025-06-15,Signup,Organic Search,Tablet,India,Edge,76,6,0,1,0,June,Sunday,1.27
S101236,2025-11-15,Blog,Email,Tablet,India,Chrome,5,12,0,0,0,November,Saturday,0.08
S101237,2025-05-12,Home,Organic Search,Tablet,India,Chrome,92,5,0,0,0,May,Monday,1.53
S101238,2025-09-21,Home,Social Media,Mobile,India,Edge,48,14,0,0,0,September,Sunday,0.8
S101239,2025-02-24,Home,Organic Search,Desktop,USA,Chrome,307,2,0,1,0,February,Monday,5.12
S101240,2025-12-25,FAQ,Organic Search,Desktop,Australia,Chrome,74,12,0,1,0,December,Thursday,1.23
S101241,2025-05-11,Signup,Social Media,Desktop,Canada,Edge,316,13,0,1,1,May,Sunday,5.27
S101242,2025-10-15,Signup,Referral,Tablet,Australia,Edge,5,14,0,1,0,October,Wednesday,0.08
S101243,2025-09-23,FAQ,Organic Search,Desktop,USA,Chrome,66,5,0,1,0,September,Tuesday,1.1
S101244,2025-06-11,Blog,Direct,Desktop,USA,Chrome,49,5,0,1,0,June,Wednesday,0.82
S101245,2025-03-28,Home,Organic Search,Desktop,France,Edge,47,14,0,0,0,March,Friday,0.78
S101246,2025-02-24,Products,Organic Search,Desktop,UK,Chrome,12,9,0,0,0,February,Monday,0.2
S101247,2025-10-15,Pricing,Paid Ads,Desktop,USA,Chrome,37,11,0,1,0,October,Wednesday,0.62
S101248,2025-06-27,Signup,Organic Search,Mobile,USA,Chrome,145,8,0,1,0,June,Friday,2.42
S101249,2025-12-15,Products,Paid Ads,Desktop,USA,Chrome,61,12,0,0,0,December,Monday,1.02
S101250,2025-01-08,Blog,Organic Search,Mobile,UK,Chrome,97,12,0,1,0,January,Wednesday,1.62
S101251,2025-11-17,FAQ,Paid Ads,Mobile,Canada,Firefox,85,7,0,0,0,November,Monday,1.42
S101252,2025-11-09,Home,Direct,Mobile,India,Chrome,375,12,0,1,0,November,Sunday,6.25
S101253,2025-09-04,Signup,Paid Ads,Desktop,India,Safari,424,13,0,1,0,September,Thursday,7.07
S101254,2025-11-19,Home,Organic Search,Mobile,USA,Chrome,122,14,0,0,0,November,Wednesday,2.03
S101255,2025-09-12,Products,Email,Mobile,India,Chrome,72,3,0,0,0,September,Friday,1.2
S101256,2025-11-24,Home,Social Media,Desktop,UK,Chrome,20,10,0,1,1,November,Monday,0.33
S101257,2025-02-23,Contact,Direct,Mobile,UK,Safari,551,4,0,1,0,February,Sunday,9.18
S101258,2025-09-06,Blog,Email,Mobile,USA,Chrome,11,6,0,0,0,September,Saturday,0.18
S101259,2025-08-27,Products,Social Media,Mobile,UK,Chrome,63,3,0,1,0,August,Wednesday,1.05
S101260,2025-08-17,Signup,Paid Ads,Desktop,USA,Opera,63,11,0,0,0,August,Sunday,1.05
S101261,2025-03-08,Pricing,Direct,Mobile,UK,Opera,69,9,0,0,0,March,Saturday,1.15
S101262,2025-02-20,Pricing,Social Media,Mobile,UK,Chrome,32,8,0,1,0,February,Thursday,0.53
S101263,2025-04-07,Home,Paid Ads,Desktop,India,Chrome,275,6,0,1,0,April,Monday,4.58
S101264,2025-04-02,Signup,Organic Search,Mobile,UK,Firefox,23,4,0,1,0,April,Wednesday,0.38
S101265,2025-09-21,Home,Direct,Desktop,USA,Firefox,181,7,0,0,0,September,Sunday,3.02
S101266,2025-10-18,Home,Referral,Mobile,USA,Edge,23,13,0,1,0,October,Saturday,0.38
S101267,2025-04-06,Home,Direct,Desktop,India,Chrome,13,11,0,1,0,April,Sunday,0.22
S101268,2025-03-29,Products,Organic Search,Desktop,USA,Chrome,432,3,0,1,0,March,Saturday,7.2
S101269,2025-03-19,Signup,Direct,Mobile,Germany,Firefox,37,10,0,1,0,March,Wednesday,0.62
S101270,2025-10-15,About,Paid Ads,Mobile,India,Chrome,309,8,0,1,0,October,Wednesday,5.15
S101271,2025-04-30,Products,Referral,Desktop,UK,Firefox,141,1,1,1,0,April,Wednesday,2.35
S101272,2025-10-29,Signup,Referral,Desktop,Canada,Safari,14,3,0,1,0,October,Wednesday,0.23
S101273,2025-06-14,Contact,Social Media,Mobile,USA,Chrome,559,11,0,1,0,June,Saturday,9.32
S101274,2025-07-01,Login,Direct,Mobile,India,Chrome,51,5,0,1,0,July,Tuesday,0.85
S101275,2025-08-11,Home,Organic Search,Mobile,India,Chrome,353,5,0,0,0,August,Monday,5.88
S101276,2025-11-07,Pricing,Organic Search,Mobile,India,Chrome,33,10,0,1,0,November,Friday,0.55
S101277,2025-01-07,Home,Organic Search,Tablet,India,Chrome,346,14,0,0,0,January,Tuesday,5.77
S101278,2025-11-26,Support,Organic Search,Mobile,Germany,Edge,5,2,0,0,1,November,Wednesday,0.08
S101279,2025-09-20,Blog,Paid Ads,Desktop,India,Chrome,129,10,0,1,0,September,Saturday,2.15
S101280,2025-06-10,Pricing,Email,Mobile,UK,Chrome,264,8,0,1,0,June,Tuesday,4.4
S101281,2025-05-31,Home,Social Media,Desktop,India,Chrome,491,5,0,0,0,May,Saturday,8.18
S101282,2025-03-26,About,Referral,Mobile,India,Chrome,431,7,0,0,0,March,Wednesday,7.18
S101283,2025-05-27,Home,Referral,Desktop,India,Chrome,308,7,0,1,0,May,Tuesday,5.13
S101284,2025-04-22,Products,Social Media,Desktop,India,Firefox,394,14,0,0,0,April,Tuesday,6.57
S101285,2025-02-05,About,Direct,Desktop,India,Firefox,39,5,0,1,0,February,Wednesday,0.65
S101286,2025-10-12,Pricing,Organic Search,Desktop,UK,Chrome,60,8,0,1,0,October,Sunday,1.0
S101287,2025-07-07,Home,Direct,Desktop,UK,Chrome,61,9,0,0,0,July,Monday,1.02
S101288,2025-03-23,Login,Organic Search,Mobile,India,Chrome,85,4,0,0,0,March,Sunday,1.42
S101289,2025-01-02,Home,Direct,Desktop,Germany,Chrome,89,4,0,1,0,January,Thursday,1.48
S101290,2025-10-30,Home,Paid Ads,Mobile,India,Chrome,141,8,0,0,0,October,Thursday,2.35
S101291,2025-07-16,Login,Organic Search,Mobile,India,Safari,31,1,1,0,0,July,Wednesday,0.52
S101292,2025-01-11,Pricing,Organic Search,Mobile,Australia,Safari,211,4,0,1,0,January,Saturday,3.52
S101293,2025-08-22,Products,Social Media,Mobile,Canada,Opera,33,6,0,0,0,August,Friday,0.55
S101294,2025-07-14,Home,Social Media,Desktop,Australia,Firefox,66,13,0,1,0,July,Monday,1.1
S101295,2025-04-29,Contact,Organic Search,Desktop,India,Chrome,125,4,0,0,0,April,Tuesday,2.08
S101296,2025-01-20,Products,Organic Search,Mobile,France,Chrome,286,6,0,1,0,January,Monday,4.77
S101297,2025-09-18,Products,Referral,Mobile,UK,Chrome,242,5,0,0,0,September,Thursday,4.03
S101298,2025-10-20,Contact,Organic Search,Mobile,USA,Firefox,186,14,0,0,0,October,Monday,3.1
S101299,2025-09-13,Products,Paid Ads,Mobile,France,Chrome,30,9,0,1,0,September,Saturday,0.5
S101300,2025-08-10,Home,Direct,Desktop,Australia,Safari,142,10,0,1,1,August,Sunday,2.37
S101301,2025-08-14,FAQ,Direct,Mobile,UK,Chrome,16,9,0,1,0,August,Thursday,0.27
S101302,2025-02-22,Login,Organic Search,Desktop,Australia,Opera,85,4,0,0,0,February,Saturday,1.42
S101303,2025-12-21,Home,Email,Tablet,USA,Chrome,96,13,0,1,0,December,Sunday,1.6
S101304,2025-12-08,Blog,Paid Ads,Desktop,UK,Chrome,7,14,0,1,0,December,Monday,0.12
S101305,2025-12-30,Home,Organic Search,Mobile,India,Safari,57,4,0,1,0,December,Tuesday,0.95
S101306,2025-10-07,Signup,Organic Search,Desktop,France,Chrome,560,12,0,1,0,October,Tuesday,9.33
S101307,2025-03-22,Contact,Organic Search,Mobile,UK,Safari,552,8,0,1,0,March,Saturday,9.2
S101308,2025-07-21,Home,Email,Tablet,Australia,Chrome,78,10,0,1,0,July,Monday,1.3
S101309,2025-06-07,Home,Direct,Desktop,USA,Firefox,7,4,0,0,0,June,Saturday,0.12
S101310,2025-04-30,Home,Organic Search,Desktop,Germany,Chrome,35,2,0,1,1,April,Wednesday,0.58
S101311,2025-02-28,Blog,Organic Search,Desktop,USA,Chrome,89,13,0,1,0,February,Friday,1.48
S101312,2025-08-03,Pricing,Direct,Mobile,UK,Firefox,531,13,0,1,0,August,Sunday,8.85
S101313,2025-05-08,Home,Paid Ads,Desktop,Germany,Chrome,27,14,0,1,0,May,Thursday,0.45
S101314,2025-08-12,Home,Social Media,Mobile,India,Chrome,259,2,0,0,0,August,Tuesday,4.32
S101315,2025-07-28,Products,Organic Search,Desktop,USA,Safari,20,1,1,1,0,July,Monday,0.33
S101316,2025-04-25,Home,Organic Search,Mobile,USA,Edge,715,5,0,0,0,April,Friday,11.92
S101317,2025-07-28,Products,Direct,Mobile,USA,Chrome,86,6,0,1,0,July,Monday,1.43
S101318,2025-01-14,Blog,Organic Search,Mobile,USA,Chrome,268,9,0,1,0,January,Tuesday,4.47
S101319,2025-01-09,Pricing,Email,Mobile,India,Firefox,75,5,0,1,0,January,Thursday,1.25
S101320,2025-02-09,Support,Direct,Desktop,India,Safari,177,13,0,1,0,February,Sunday,2.95
S101321,2025-08-25,FAQ,Organic Search,Mobile,Australia,Opera,38,6,0,1,0,August,Monday,0.63
S101322,2025-10-08,Blog,Direct,Mobile,Canada,Chrome,28,6,0,0,0,October,Wednesday,0.47
S101323,2025-12-25,Pricing,Social Media,Mobile,Germany,Chrome,500,3,0,0,0,December,Thursday,8.33
S101324,2025-07-20,Support,Social Media,Desktop,India,Chrome,449,12,0,0,0,July,Sunday,7.48
S101325,2025-09-03,Home,Email,Mobile,Germany,Chrome,393,4,0,0,0,September,Wednesday,6.55
S101326,2025-10-05,Home,Social Media,Tablet,USA,Chrome,176,1,1,0,0,October,Sunday,2.93
S101327,2025-08-23,Home,Email,Tablet,Germany,Chrome,297,4,0,0,1,August,Saturday,4.95
S101328,2025-01-04,Blog,Social Media,Mobile,USA,Chrome,12,1,1,1,0,January,Saturday,0.2
S101329,2025-06-03,Login,Organic Search,Desktop,India,Chrome,73,5,0,0,0,June,Tuesday,1.22
S101330,2025-01-29,Products,Organic Search,Desktop,UK,Safari,67,11,0,0,0,January,Wednesday,1.12
S101331,2025-04-19,Blog,Paid Ads,Desktop,USA,Firefox,181,11,0,1,0,April,Saturday,3.02
S101332,2025-04-08,Blog,Paid Ads,Desktop,Australia,Chrome,79,8,0,1,0,April,Tuesday,1.32
S101333,2025-08-03,Home,Social Media,Desktop,Germany,Safari,28,8,0,0,0,August,Sunday,0.47
S101334,2025-10-20,Products,Social Media,Desktop,USA,Opera,163,5,0,0,0,October,Monday,2.72
S101335,2025-03-16,Home,Organic Search,Mobile,Germany,Chrome,303,14,0,1,0,March,Sunday,5.05
S101336,2025-11-22,Home,Direct,Tablet,USA,Chrome,86,10,0,1,0,November,Saturday,1.43
S101337,2025-05-26,Login,Referral,Tablet,India,Chrome,25,2,0,1,0,May,Monday,0.42
S101338,2025-05-08,Login,Paid Ads,Desktop,USA,Chrome,39,12,0,1,0,May,Thursday,0.65
S101339,2025-12-07,Login,Organic Search,Mobile,India,Chrome,48,6,0,1,1,December,Sunday,0.8
S101340,2025-02-11,Pricing,Organic Search,Desktop,India,Chrome,64,1,1,0,1,February,Tuesday,1.07
S101341,2025-12-22,Login,Direct,Mobile,India,Chrome,185,7,0,0,0,December,Monday,3.08
S101342,2025-02-10,Pricing,Direct,Mobile,India,Chrome,165,11,0,0,0,February,Monday,2.75
S101343,2025-02-03,Pricing,Direct,Mobile,India,Chrome,214,4,0,1,0,February,Monday,3.57
S101344,2025-01-17,Pricing,Social Media,Tablet,Germany,Chrome,81,5,0,0,0,January,Friday,1.35
S101345,2025-06-14,Blog,Organic Search,Desktop,India,Chrome,312,6,0,1,1,June,Saturday,5.2
S101346,2025-06-02,Products,Email,Mobile,USA,Chrome,41,11,0,1,0,June,Monday,0.68
S101347,2025-03-17,Pricing,Email,Desktop,USA,Chrome,113,1,1,0,0,March,Monday,1.88
S101348,2025-03-28,About,Paid Ads,Mobile,India,Safari,290,9,0,0,0,March,Friday,4.83
S101349,2025-04-27,Blog,Paid Ads,Desktop,France,Firefox,35,10,0,0,0,April,Sunday,0.58
S101350,2025-12-28,Products,Social Media,Mobile,UK,Chrome,20,4,0,1,1,December,Sunday,0.33
S101351,2025-12-08,About,Email,Mobile,Australia,Edge,387,8,0,1,0,December,Monday,6.45
S101352,2025-01-27,Support,Direct,Mobile,USA,Safari,75,5,0,1,0,January,Monday,1.25
S101353,2025-11-09,About,Referral,Mobile,Germany,Chrome,207,11,0,0,0,November,Sunday,3.45
S101354,2025-10-14,Products,Organic Search,Desktop,France,Chrome,5,8,0,0,0,October,Tuesday,0.08
S101355,2025-05-14,Home,Paid Ads,Mobile,USA,Chrome,210,1,1,1,0,May,Wednesday,3.5
S101356,2025-08-07,Login,Organic Search,Tablet,USA,Chrome,68,8,0,0,0,August,Thursday,1.13
S101357,2025-06-17,Blog,Organic Search,Mobile,USA,Chrome,10,11,0,0,0,June,Tuesday,0.17
S101358,2025-04-08,Contact,Direct,Desktop,France,Chrome,169,13,0,1,0,April,Tuesday,2.82
S101359,2025-09-25,Login,Social Media,Desktop,India,Safari,49,11,0,0,0,September,Thursday,0.82
S101360,2025-08-25,Products,Organic Search,Mobile,UK,Chrome,88,4,0,1,0,August,Monday,1.47
S101361,2025-11-05,Home,Social Media,Mobile,India,Chrome,15,2,0,1,0,November,Wednesday,0.25
S101362,2025-06-22,Home,Email,Desktop,Canada,Chrome,28,11,0,1,0,June,Sunday,0.47
S101363,2025-07-09,Pricing,Organic Search,Mobile,UK,Edge,63,6,0,1,0,July,Wednesday,1.05
S101364,2025-05-02,Contact,Social Media,Tablet,Australia,Chrome,16,2,0,1,0,May,Friday,0.27
S101365,2025-02-15,Home,Organic Search,Mobile,Canada,Chrome,435,5,0,1,1,February,Saturday,7.25
S101366,2025-03-05,Home,Direct,Desktop,UK,Chrome,5,2,0,1,0,March,Wednesday,0.08
S101367,2025-05-10,Home,Social Media,Mobile,UK,Chrome,119,3,0,0,0,May,Saturday,1.98
S101368,2025-11-06,Contact,Direct,Mobile,UK,Chrome,23,11,0,0,0,November,Thursday,0.38
S101369,2025-12-29,Home,Referral,Desktop,USA,Safari,66,6,0,0,0,December,Monday,1.1
S101370,2025-07-12,Home,Social Media,Desktop,USA,Chrome,468,1,1,1,0,July,Saturday,7.8
S101371,2025-11-03,Products,Email,Desktop,India,Chrome,31,6,0,1,0,November,Monday,0.52
S101372,2025-06-30,Pricing,Social Media,Mobile,USA,Chrome,607,3,0,0,0,June,Monday,10.12
S101373,2025-10-19,Pricing,Paid Ads,Desktop,France,Safari,41,7,0,0,0,October,Sunday,0.68
S101374,2025-10-09,Products,Organic Search,Desktop,India,Chrome,243,2,0,0,0,October,Thursday,4.05
S101375,2025-01-29,Pricing,Organic Search,Mobile,Germany,Safari,142,14,0,1,0,January,Wednesday,2.37
S101376,2025-05-29,Blog,Direct,Desktop,India,Chrome,388,6,0,1,0,May,Thursday,6.47
S101377,2025-09-24,Support,Paid Ads,Desktop,USA,Chrome,145,8,0,1,0,September,Wednesday,2.42
S101378,2025-10-23,Home,Organic Search,Mobile,India,Safari,137,1,1,0,0,October,Thursday,2.28
S101379,2025-01-11,Contact,Referral,Mobile,USA,Chrome,39,11,0,0,0,January,Saturday,0.65
S101380,2025-06-13,Products,Organic Search,Desktop,India,Chrome,32,11,0,0,0,June,Friday,0.53
S101381,2025-04-23,Home,Organic Search,Desktop,UK,Chrome,446,13,0,1,0,April,Wednesday,7.43
S101382,2025-07-06,Pricing,Organic Search,Mobile,UK,Chrome,71,9,0,0,0,July,Sunday,1.18
S101383,2025-10-22,About,Social Media,Mobile,Germany,Chrome,83,5,0,1,0,October,Wednesday,1.38
S101384,2025-08-20,Products,Paid Ads,Desktop,UK,Chrome,256,5,0,1,0,August,Wednesday,4.27
S101385,2025-08-15,Products,Organic Search,Desktop,Canada,Chrome,74,13,0,0,0,August,Friday,1.23
S101386,2025-11-06,Home,Social Media,Desktop,Germany,Chrome,546,12,0,1,0,November,Thursday,9.1
S101387,2025-04-08,Products,Organic Search,Mobile,India,Chrome,241,5,0,1,0,April,Tuesday,4.02
S101388,2025-02-24,Products,Social Media,Mobile,India,Chrome,163,6,0,1,0,February,Monday,2.72
S101389,2025-04-21,Pricing,Organic Search,Mobile,India,Firefox,382,2,0,0,0,April,Monday,6.37
S101390,2025-06-01,Login,Direct,Mobile,USA,Chrome,9,6,0,1,0,June,Sunday,0.15
S101391,2025-09-03,Home,Social Media,Mobile,USA,Firefox,53,14,0,1,0,September,Wednesday,0.88
S101392,2025-03-10,Blog,Social Media,Tablet,Canada,Chrome,112,11,0,0,0,March,Monday,1.87
S101393,2025-11-08,Signup,Organic Search,Desktop,USA,Chrome,46,4,0,1,0,November,Saturday,0.77
S101394,2025-10-16,Home,Organic Search,Mobile,Germany,Firefox,245,8,0,0,0,October,Thursday,4.08
S101395,2025-09-07,Products,Social Media,Desktop,India,Chrome,452,13,0,1,0,September,Sunday,7.53
S101396,2025-02-05,Login,Email,Desktop,India,Chrome,99,11,0,1,0,February,Wednesday,1.65
S101397,2025-08-27,Contact,Paid Ads,Desktop,Australia,Chrome,75,9,0,1,0,August,Wednesday,1.25
S101398,2025-05-28,Home,Email,Desktop,India,Chrome,586,9,0,0,0,May,Wednesday,9.77
S101399,2025-08-15,Products,Referral,Tablet,Australia,Chrome,105,8,0,1,0,August,Friday,1.75
S101400,2025-09-01,Blog,Direct,Mobile,India,Chrome,120,3,0,0,1,September,Monday,2.0
S101401,2025-12-03,Support,Organic Search,Mobile,Australia,Chrome,77,10,0,0,0,December,Wednesday,1.28
S101402,2025-12-31,Home,Organic Search,Desktop,Germany,Firefox,432,11,0,1,0,December,Wednesday,7.2
S101403,2025-07-20,Support,Direct,Mobile,UK,Chrome,151,11,0,0,0,July,Sunday,2.52
S101404,2025-06-03,Products,Social Media,Desktop,Australia,Chrome,258,4,0,1,0,June,Tuesday,4.3
S101405,2025-03-14,Home,Email,Mobile,USA,Edge,300,1,1,0,1,March,Friday,5.0
S101406,2025-07-20,Products,Organic Search,Mobile,India,Chrome,75,9,0,1,0,July,Sunday,1.25
S101407,2025-10-23,Contact,Direct,Desktop,India,Chrome,102,5,0,0,0,October,Thursday,1.7
S101408,2025-01-17,Home,Social Media,Mobile,India,Safari,339,6,0,1,0,January,Friday,5.65
S101409,2025-05-09,About,Social Media,Desktop,USA,Chrome,81,3,0,1,0,May,Friday,1.35
S101410,2025-08-05,Signup,Organic Search,Mobile,Australia,Edge,284,11,0,0,0,August,Tuesday,4.73
S101411,2025-03-02,Support,Email,Mobile,India,Chrome,509,10,0,1,0,March,Sunday,8.48
S101412,2025-04-14,Products,Organic Search,Tablet,Canada,Chrome,175,8,0,1,0,April,Monday,2.92
S101413,2025-02-11,Home,Paid Ads,Desktop,Canada,Chrome,243,7,0,1,0,February,Tuesday,4.05
S101414,2025-01-25,Login,Referral,Mobile,Germany,Chrome,294,1,1,0,0,January,Saturday,4.9
S101415,2025-02-08,Contact,Direct,Mobile,Canada,Edge,335,10,0,1,1,February,Saturday,5.58
S101416,2025-10-18,Home,Direct,Desktop,Germany,Safari,90,12,0,1,0,October,Saturday,1.5
S101417,2025-05-11,FAQ,Email,Mobile,USA,Firefox,9,5,0,1,0,May,Sunday,0.15
S101418,2025-08-17,Home,Direct,Desktop,UK,Chrome,92,10,0,1,0,August,Sunday,1.53
S101419,2025-04-18,Contact,Organic Search,Desktop,UK,Safari,201,9,0,0,0,April,Friday,3.35
S101420,2025-06-21,Products,Paid Ads,Desktop,India,Safari,107,12,0,0,0,June,Saturday,1.78
S101421,2025-04-12,Blog,Direct,Mobile,India,Chrome,248,11,0,0,1,April,Saturday,4.13
S101422,2025-12-20,Home,Organic Search,Desktop,USA,Safari,79,12,0,0,0,December,Saturday,1.32
S101423,2025-01-12,Pricing,Social Media,Mobile,India,Safari,181,6,0,0,0,January,Sunday,3.02
S101424,2025-10-02,Support,Organic Search,Desktop,France,Firefox,37,8,0,1,0,October,Thursday,0.62
S101425,2025-04-11,Products,Organic Search,Desktop,USA,Chrome,249,10,0,1,0,April,Friday,4.15
S101426,2025-02-13,Blog,Direct,Desktop,USA,Opera,142,1,1,0,0,February,Thursday,2.37
S101427,2025-11-01,Home,Direct,Mobile,India,Chrome,41,10,0,1,0,November,Saturday,0.68
S101428,2025-01-17,Signup,Social Media,Desktop,USA,Firefox,62,11,0,0,0,January,Friday,1.03
S101429,2025-11-26,Support,Referral,Desktop,USA,Chrome,248,7,0,1,0,November,Wednesday,4.13
S101430,2025-02-26,Login,Paid Ads,Mobile,India,Edge,118,3,0,1,0,February,Wednesday,1.97
S101431,2025-11-07,Blog,Organic Search,Mobile,France,Chrome,43,9,0,1,0,November,Friday,0.72
S101432,2025-10-30,Support,Organic Search,Desktop,India,Chrome,615,6,0,0,0,October,Thursday,10.25
S101433,2025-01-12,Home,Social Media,Mobile,UK,Chrome,226,5,0,1,0,January,Sunday,3.77
S101434,2025-11-14,Products,Social Media,Desktop,India,Chrome,566,8,0,1,0,November,Friday,9.43
S101435,2025-03-21,Blog,Paid Ads,Mobile,Canada,Edge,100,8,0,1,0,March,Friday,1.67
S101436,2025-08-04,Products,Social Media,Desktop,UK,Edge,116,12,0,1,1,August,Monday,1.93
S101437,2025-12-05,Login,Organic Search,Desktop,UK,Chrome,410,12,0,0,0,December,Friday,6.83
S101438,2025-09-21,Pricing,Direct,Desktop,Germany,Chrome,134,3,0,1,0,September,Sunday,2.23
S101439,2025-05-29,Home,Email,Desktop,UK,Chrome,221,2,0,0,0,May,Thursday,3.68
S101440,2025-03-22,Products,Paid Ads,Mobile,India,Chrome,52,2,0,1,0,March,Saturday,0.87
S101441,2025-08-03,Products,Organic Search,Desktop,USA,Safari,106,14,0,0,0,August,Sunday,1.77
S101442,2025-07-17,Blog,Direct,Desktop,India,Firefox,23,5,0,1,0,July,Thursday,0.38
S101443,2025-07-19,About,Organic Search,Mobile,USA,Chrome,41,10,0,1,0,July,Saturday,0.68
S101444,2025-01-25,Home,Direct,Mobile,USA,Chrome,5,12,0,1,0,January,Saturday,0.08
S101445,2025-03-30,Pricing,Organic Search,Desktop,Australia,Firefox,7,7,0,1,0,March,Sunday,0.12
S101446,2025-09-25,Signup,Paid Ads,Desktop,India,Chrome,681,8,0,0,0,September,Thursday,11.35
S101447,2025-05-23,FAQ,Social Media,Desktop,India,Chrome,49,10,0,1,0,May,Friday,0.82
S101448,2025-02-28,Support,Paid Ads,Desktop,France,Chrome,195,8,0,1,0,February,Friday,3.25
S101449,2025-12-31,Login,Referral,Desktop,Canada,Chrome,328,13,0,1,0,December,Wednesday,5.47
S101450,2025-01-26,Home,Organic Search,Desktop,France,Chrome,143,12,0,0,0,January,Sunday,2.38
S101451,2025-02-16,Signup,Social Media,Mobile,UK,Edge,29,8,0,0,0,February,Sunday,0.48
S101452,2025-10-15,Products,Paid Ads,Tablet,India,Chrome,234,10,0,0,0,October,Wednesday,3.9
S101453,2025-09-23,Pricing,Social Media,Mobile,Canada,Safari,165,12,0,1,0,September,Tuesday,2.75
S101454,2025-01-16,Blog,Social Media,Desktop,India,Chrome,236,11,0,0,0,January,Thursday,3.93
S101455,2025-07-18,Login,Direct,Mobile,India,Firefox,264,3,0,0,1,July,Friday,4.4
S101456,2025-10-09,Products,Social Media,Mobile,India,Chrome,666,14,0,0,0,October,Thursday,11.1
S101457,2025-03-27,Home,Direct,Mobile,UK,Chrome,153,11,0,0,0,March,Thursday,2.55
S101458,2025-09-07,Blog,Direct,Mobile,India,Chrome,75,2,0,0,1,September,Sunday,1.25
S101459,2025-09-27,Home,Organic Search,Mobile,Germany,Firefox,188,13,0,0,1,September,Saturday,3.13
S101460,2025-12-01,Support,Organic Search,Desktop,India,Firefox,12,4,0,1,0,December,Monday,0.2
S101461,2025-04-27,Blog,Organic Search,Desktop,India,Edge,409,1,1,0,0,April,Sunday,6.82
S101462,2025-01-07,Blog,Organic Search,Desktop,USA,Chrome,22,3,0,0,0,January,Tuesday,0.37
S101463,2025-05-17,FAQ,Direct,Desktop,USA,Chrome,71,11,0,1,0,May,Saturday,1.18
S101464,2025-06-25,Contact,Organic Search,Desktop,France,Chrome,304,9,0,1,0,June,Wednesday,5.07
S101465,2025-11-24,Products,Organic Search,Mobile,France,Chrome,163,7,0,0,0,November,Monday,2.72
S101466,2025-11-11,About,Email,Mobile,India,Chrome,90,7,0,0,0,November,Tuesday,1.5
S101467,2025-08-03,Blog,Email,Tablet,Canada,Safari,115,1,1,0,0,August,Sunday,1.92
S101468,2025-03-23,Signup,Email,Desktop,UK,Chrome,347,7,0,1,0,March,Sunday,5.78
S101469,2025-08-11,Login,Paid Ads,Desktop,USA,Safari,74,10,0,0,0,August,Monday,1.23
S101470,2025-04-13,Support,Organic Search,Mobile,Germany,Chrome,366,7,0,1,0,April,Sunday,6.1
S101471,2025-09-30,Home,Organic Search,Tablet,Canada,Chrome,16,4,0,1,0,September,Tuesday,0.27
S101472,2025-01-14,About,Organic Search,Mobile,India,Chrome,269,7,0,0,0,January,Tuesday,4.48
S101473,2025-06-08,Home,Paid Ads,Desktop,India,Chrome,338,8,0,1,1,June,Sunday,5.63
S101474,2025-06-01,Login,Email,Mobile,USA,Edge,36,3,0,1,1,June,Sunday,0.6
S101475,2025-04-18,Home,Organic Search,Desktop,India,Safari,101,13,0,1,0,April,Friday,1.68
S101476,2025-07-07,Home,Organic Search,Mobile,USA,Firefox,32,10,0,1,0,July,Monday,0.53
